((23, 63), (0.1350939654345061, 5393))
((20, 74), (0.19271445756953426, 171))
((56, 106), (0.18886823649225726, 9844))
((51, 111), (0.15041539873966558, 93))
((104, 118), (0.19972060436628347, 9202))
((108, 122), (0.1757579480893631, 7478))
((63, 91), (0.19497254852678347, 7391))
((99, 123), (0.13645357372665878, 3999))
((25, 45), (0.22368215166704092, 5152))
((71, 123), (0.15265049789277546, 3647))
((16, 74), (0.1125936481115444, 4606))
((103, 119), (0.0671040324588194, 5416))
((60, 69), (0.11223382900191578, 5480))
((44, 117), (0.04899384565572686, 4141))
((68, 145), (0.17963418794066552, 8085))
((16, 105), (0.11913691472213313, 21822))
((91, 132), (0.14695073938376532, 7781))
((107, 120), (0.1824974277347372, 6317))
((23, 120), (0.08013066112271383, 5096))
((70, 87), (0.27915899675851863, 6159))
((105, 114), (0.29665147430176647, 16387))
((34, 95), (0.15009312336865327, 5600))
((38, 147), (0.14820876150775472, 5793))
((96, 109), (0.23308821053334886, 6242))
((98, 107), (0.18669170866951437, 5678))
((17, 142), (0.0951359295336364, 9057))
((81, 114), (0.08065650760089906, 7911))
((48, 81), (0.20691896353083972, 6223))
((88, 141), (0.08507960880463823, 3521))
((113, 146), (0.17641318728493216, 4153))
((17, 86), (0.031040279585940918, 6987))
((7, 44), (0.16195275969413872, 4856))
((15, 80), (-0.11270806514673852, 167))
((68, 89), (0.31284116098017634, 13609))
((15, 52), (0.07395494005622014, 167))
((52, 109), (0.023759386331834796, 108))
((27, 68), (0.17383532743897934, 269))
((128, 149), (0.2976986365547315, 6731))
((54, 99), (0.14461938882923692, 5990))
((47, 140), (0.0547530270285765, 4693))
((95, 124), (0.1690633303414295, 3597))
((25, 150), (0.10454983566308698, 7271))
((29, 66), (0.17940916983973917, 8899))
((109, 126), (0.2063379257795459, 7674))
((132, 137), (0.15248928622063984, 6847))
((36, 69), (0.27102141357126197, 11541))
((100, 113), (0.08668848034621036, 111))
((38, 75), (0.11193481671392892, 4141))
((74, 123), (0.257862865825816, 3564))
((19, 116), (0.03413201804802474, 166))
((91, 96), (0.20171591611913983, 7308))
((21, 22), (0.34045818062972794, 5650))
((80, 93), (0.13339961705589648, 155))
((138, 147), (0.11311341533228961, 7398))
((35, 124), (0.026413280314073702, 3821))
((66, 67), (0.11480118489074016, 4865))
((26, 119), (0.21106529335524574, 7400))
((98, 143), (0.20607872238880728, 6545))
((57, 146), (0.20254132934953162, 3514))
((65, 142), (0.31285416598004645, 6801))
((18, 111), (0.08537272754396213, 14348))
((39, 112), (0.17196550425691498, 6632))
((78, 79), (0.31314310104895215, 4551))
((24, 149), (0.10259411903798991, 3833))
((30, 99), (0.3376262186531709, 4709))
((40, 121), (0.15663786456502787, 5437))
((58, 79), (0.2777087723765802, 3547))
((82, 91), (0.157650054857004, 5374))
((47, 104), (0.3261481732498114, 12845))
((46, 83), (0.22867807355315078, 5489))
((102, 127), (0.03512137672694137, 6394))
((62, 91), (0.13548084511093061, 8185))
((21, 114), (0.12715850613179036, 9333))
((125, 134), (0.31053432133430875, 7855))
((31, 88), (0.1407947667372328, 189))
((89, 106), (0.3015416244264615, 18267))
((22, 27), (0.06766365784683667, 161))
((80, 149), (0.036227682800044396, 7))
((84, 105), (0.19471134952128022, 6860))
((50, 87), (0.18313258235921728, 8311))
((131, 140), (0.11128219427708505, 4227))
((13, 106), (0.04320820661076934, 22253))
((93, 102), (0.11986893342110794, 5969))
((49, 138), (0.19976214578266283, 9808))
((49, 54), (0.30921343000291873, 10562))
((62, 63), (0.30944633793271326, 10672))
((120, 137), (0.19366141605823622, 6018))
((34, 135), (0.17604852182477349, 5950))
((121, 138), (0.18498525056866377, 8860))
((137, 150), (0.1763782111864775, 6915))
((101, 150), (0.01089019057252541, 4127))
((25, 78), (0.218996991210621, 5696))
((97, 138), (0.16547391476830445, 9344))
((72, 125), (0.3002628097476875, 8467))
((50, 51), (0.001808531954677501, 157))
((124, 133), (0.14437116830724317, 3578))
((5, 66), (0.004504693362483104, 281))
((32, 89), (0.31679098506115816, 20021))
((64, 141), (0.2650003479524579, 3364))
((42, 127), (0.21169380930295353, 8146))
((33, 102), (0.1657344484460909, 3856))
((7, 72), (0.12207052693644276, 19421))
((62, 131), (0.09907023795400507, 5638))
((39, 148), (0.13854707494444865, 6856))
((24, 113), (0.15701038216018423, 3771))
((76, 113), (0.21765544476727955, 7285))
((112, 145), (0.16684262212131012, 7426))
((86, 103), (0.31778608004672093, 4708))
((110, 131), (0.1503468239541876, 5278))
((23, 28), (0.1390277113134023, 5077))
((46, 139), (0.14434482174620605, 6814))
((37, 122), (0.19611466225500984, 4703))
((50, 143), (0.14336636948041673, 8760))
((5, 38), (-0.0407973856409139, 173))
((16, 141), (0.1452961589330221, 4073))
((28, 125), (0.206628459906785, 5832))
((69, 146), (0.10491993138512613, 4338))
((64, 69), (0.034023398592566166, 4592))
((20, 21), (0.14668227605525838, 253))
((92, 129), (0.17455707403842505, 8542))
((48, 53), (0.1970023394625259, 9232))
((56, 73), (0.18064652438488746, 143))
((132, 136), (0.1439907717986879, 5015))
((36, 68), (0.2041463656737288, 10629))
((68, 144), (0.1670954558961255, 7088))
((40, 120), (0.13443713712559852, 5150))
((19, 117), (0.18426562574105818, 18380))
((91, 97), (0.19505050320701547, 8279))
((138, 146), (0.09543168325740291, 4341))
((74, 122), (0.18485369417474168, 3904))
((98, 142), (0.35705586351769614, 6530))
((32, 88), (0.21074701138636415, 8514))
((92, 128), (0.21310103399729807, 6415))
((26, 118), (0.21657999364266772, 6261))
((65, 143), (0.24456436133453488, 7290))
((120, 136), (0.22930552407151517, 4701))
((96, 108), (0.21997321775566855, 8166))
((16, 140), (0.053318239833828565, 5510))
((48, 80), (0.20286065310615353, 148))
((39, 113), (0.17180663186127412, 5823))
((30, 98), (0.24839219067931168, 4476))
((88, 140), (0.1042985283433621, 4545))
((47, 105), (0.23392725178623258, 11306))
((21, 115), (0.21278748882171336, 6386))
((57, 147), (0.06885583055412335, 4029))
((58, 78), (0.1796577357058618, 3836))
((13, 15), (0.23047004968680077, 54931))
((38, 74), (0.18281214560998152, 4078))
((102, 126), (0.06695637234592076, 5985))
((18, 110), (0.13381741772479638, 10596))
((5, 67), (0.04737197134018219, 171))
((125, 135), (0.21367831087028488, 6530))
((68, 88), (0.199739957077509, 7627))
((7, 73), (0.056022823193811765, 167))
((89, 107), (0.24550456528257217, 9672))
((23, 29), (0.09331720210894286, 5764))
((22, 26), (0.3437809635073583, 5501))
((80, 148), (-0.44165881021466735, 7))
((131, 141), (0.1405050303698359, 3564))
((27, 69), (0.15411263428316424, 266))
((49, 139), (0.1606190551675574, 7592))
((47, 141), (-0.005508045095635648, 3617))
((50, 86), (0.08659921515799844, 6303))
((5, 39), (-0.00586057580389871, 171))
((64, 140), (0.12956082769572694, 3687))
((42, 126), (0.1289487762124422, 7090))
((34, 134), (0.14676994889913275, 6806))
((84, 104), (0.21454229018255017, 6606))
((25, 79), (0.17927734270040063, 4304))
((105, 115), (0.15739059693259613, 7783))
((112, 144), (0.1421178819797504, 6553))
((54, 98), (0.18102440551413468, 6342))
((128, 148), (0.2825368050855667, 7379))
((16, 104), (0.11254512494376726, 19793))
((81, 115), (0.1749752210067268, 5801))
((80, 92), (0.34658438963831956, 140))
((72, 124), (0.010702356326595174, 3802))
((23, 121), (0.08381177863768126, 5875))
((39, 149), (0.2168924299830658, 6292))
((33, 103), (0.2122243504530124, 3835))
((70, 86), (0.1560892517946425, 5141))
((24, 112), (0.047718509917571664, 3885))
((110, 130), (0.16447125168922666, 6606))
((76, 112), (0.24894817975854075, 8556))
((31, 89), (0.055623669490843686, 229))
((91, 133), (0.15589005127063443, 6011))
((62, 130), (0.09937619404513795, 7915))
((86, 102), (0.17382639095020258, 4912))
((69, 147), (0.20649959470569101, 7694))
((38, 146), (0.12174684727935839, 3937))
((82, 90), (0.36018729260116206, 4859))
((50, 142), (0.2090124993967807, 6380))
((28, 124), (0.07667556556691495, 3566))
((124, 132), (0.054311469441493614, 3698))
((64, 68), (0.05175933872078807, 4488))
((56, 72), (0.30867000602986633, 9429))
((35, 125), (0.2856226730275347, 8570))
((24, 148), (0.033129867582374586, 3900))
((107, 121), (0.14119152806270674, 7387))
((46, 138), (0.11369472152402674, 7235))
((58, 150), (0.03864015393915685, 3777))
((98, 106), (0.14082318381542938, 7150))
((60, 68), (0.10765791756484686, 5124))
((15, 53), (0.08578312011889376, 23102))
((17, 143), (0.13093341552250398, 14583))
((121, 139), (0.1531622282060387, 7436))
((29, 67), (0.055938111398562695, 4943))
((48, 52), (0.2365962092120053, 135))
((13, 107), (0.04918010785128728, 11268))
((21, 23), (0.19629229280692062, 5341))
((100, 112), (0.11460642592979778, 114))
((49, 55), (0.0377479961579013, 4882))
((44, 116), (0.03615831825873984, 83))
((113, 147), (0.26067470054226677, 7006))
((17, 87), (0.1249979437819364, 11960))
((93, 103), (0.10289116756582456, 5183))
((46, 82), (0.14410313502999014, 5613))
((15, 81), (0.1173038406439451, 9314))
((62, 90), (0.19576572838890047, 5494))
((97, 139), (0.15483734539402866, 7352))
((52, 108), (0.0993808296593673, 110))
((7, 45), (0.0767247371162327, 7170))
((37, 123), (0.14175866590712147, 3830))
((95, 125), (0.13634387695409758, 6188))
((109, 127), (0.17493039514405645, 8800))
((34, 94), (0.08940335739839134, 5365))
((88, 99), (0.22019254209716843, 6212))
((33, 36), (0.056244738213068725, 4238))
((73, 144), (-0.22186067599437698, 7))
((112, 127), (0.12721034405265566, 9294))
((17, 20), (0.06456964957700541, 557))
((47, 78), (0.18302040301795824, 6664))
((7, 138), (0.05970143338179372, 16825))
((83, 102), (0.21016917418679465, 5200))
((103, 150), (0.09318558267506695, 5160))
((96, 131), (0.17884107032473223, 5361))
((127, 138), (0.25300005182102264, 13214))
((74, 93), (0.03608885767512865, 4056))
((21, 84), (0.2314582865167078, 5617))
((38, 53), (0.09197202837840668, 7432))
((94, 113), (0.1515573730583908, 5634))
((57, 108), (0.0702838842334242, 4263))
((35, 90), (0.11416157107828649, 5535))
((45, 52), (0.20436604010907825, 139))
((13, 148), (0.05845665660916659, 14988))
((87, 106), (0.16857940486240133, 8703))
((5, 100), (0.02219743156495207, 168))
((77, 120), (0.28366279121835775, 5650))
((85, 96), (0.08794179990553012, 4570))
((44, 55), (0.25453723770404474, 3853))
((84, 135), (0.17750868870308073, 5773))
((39, 86), (0.13370420513970682, 5390))
((35, 62), (0.2577446152961741, 12252))
((66, 101), (0.10335115575218248, 4403))
((114, 121), (0.14658103183257803, 10928))
((70, 113), (0.27264478612278586, 5610))
((25, 104), (0.11148656095453681, 7247))
((61, 96), (0.023284289565274754, 158))
((39, 50), (0.21622263731871702, 7926))
((136, 139), (0.17639788180483928, 4771))
((32, 39), (0.14771148414951196, 7625))
((72, 147), (0.20542937585887075, 8156))
((31, 126), (0.1559106621550905, 119))
((16, 23), (0.17418942061925524, 6706))
((67, 86), (0.3082644047880734, 4704))
((22, 101), (0.2589553227159097, 3977))
((40, 59), (0.19553490605804588, 4669))
((23, 94), (0.27169335710999015, 5642))
((13, 76), (0.11478770529074746, 15596))
((71, 90), (0.32012170848262944, 4417))
((49, 116), (0.31370849827320085, 134))
((80, 123), (0.1716239065747171, 93))
((41, 92), (0.11377273182695384, 5250))
((76, 87), (0.2941460469159266, 8463))
((41, 56), (0.1889638766054429, 5535))
((22, 129), (0.09292871635678433, 6199))
((70, 149), (0.27344009947858655, 5851))
((126, 141), (-0.025581780986285326, 3636))
((37, 56), (0.1868477337834442, 5345))
((85, 132), (0.15442014079655733, 4418))
((36, 135), (0.17229697791494727, 7872))
((52, 131), (0.5056301923385845, 10))
((79, 138), (0.049775068727715484, 4352))
((43, 50), (-0.03356636020404669, 157))
((123, 150), (0.021601495915024412, 4405))
((15, 146), (0.08253394927142936, 4913))
((33, 64), (0.27977021491827253, 3891))
((7, 110), (0.09877789380204242, 10596))
((66, 129), (0.2645058076607045, 13034))
((90, 101), (0.22495226033243115, 4192))
((43, 86), (0.36838760697823214, 110))
((27, 98), (0.08297362051070455, 166))
((45, 80), (0.23453476664593337, 138))
((55, 138), (0.008031631233340887, 4812))
((73, 116), (0.30902062121526647, 94))
((82, 125), (0.16891697514388296, 5548))
((37, 92), (0.13020817937382273, 5277))
((51, 134), (0.04337083819127189, 9))
((72, 91), (0.12650268310840157, 8801))
((64, 99), (0.16764027343003368, 4160))
((53, 72), (0.344128832894765, 15469))
((55, 66), (0.11155667651390896, 4883))
((71, 146), (0.24155392837392708, 3927))
((68, 127), (0.25618952710117376, 11470))
((59, 102), (0.23390045073347232, 4743))
((111, 142), (0.19894021915024163, 6216))
((21, 140), (0.1463304110836568, 4531))
((29, 100), (0.15315850694285318, 159))
((65, 76), (0.24715064079387908, 7885))
((20, 107), (0.11825813825624529, 176))
((36, 59), (0.14590024359960835, 5336))
((92, 111), (0.20144370027201997, 8890))
((78, 141), (0.10417866966963765, 3530))
((63, 122), (0.43995517730988903, 8245))
((78, 105), (0.20271537239379533, 7899))
((19, 82), (0.11503631905816185, 7332))
((75, 126), (0.015600043690463812, 4630))
((17, 112), (0.08237243059406625, 11371))
((114, 129), (0.20854010918128935, 14498))
((69, 80), (0.24981344635119887, 155))
((8, 127), (0.038014536929661, 20387))
((37, 132), (0.11921542475165867, 5132))
((15, 118), (0.04296161365238394, 11603))
((42, 61), (0.06190940537374121, 199))
((51, 78), (0.16276564290516143, 127))
((131, 143), (0.1627425923532759, 5531))
((23, 31), (0.09099537783425818, 143))
((120, 138), (0.13538141983633356, 8904))
((15, 83), (0.10687288434349294, 9130))
((34, 132), (0.2287787150180392, 6239))
((15, 55), (0.07149861092774976, 5561))
((36, 70), (0.1413132957090074, 6451))
((91, 135), (0.17549762394846627, 7440))
((137, 149), (0.19654350309780985, 6241))
((72, 126), (0.29640780441250825, 11590))
((47, 143), (0.2661780658213579, 9274))
((124, 134), (0.020783098996118486, 3638))
((25, 77), (0.17598852830008246, 5160))
((105, 113), (0.2130019618598239, 7293))
((42, 124), (0.11418967054647051, 3629))
((128, 150), (0.2150771914602138, 8158))
((16, 106), (0.04743699899396785, 22253))
((64, 142), (0.17341711334384605, 3866))
((62, 128), (0.2289624007827098, 7467))
((76, 114), (0.25149171158138345, 12769))
((23, 123), (0.16870031311383468, 3999))
((95, 127), (0.04146946213331511, 7564))
((46, 136), (0.10426979658714156, 4570))
((37, 121), (0.10206220641838548, 5022))
((86, 100), (0.18654735337326517, 134))
((50, 140), (0.061324448491865545, 5027))
((110, 128), (0.2750014098814829, 6660))
((28, 126), (0.2309290072109312, 8938))
((64, 70), (0.18991329130576495, 4274))
((5, 37), (0.18586221614959952, 169))
((69, 145), (0.2674890912416434, 10519))
((52, 110), (-0.07186008708927892, 102))
((58, 148), (0.0326334351925562, 3733))
((68, 90), (0.25566557276114027, 5507))
((70, 84), (0.23146197423341408, 5391))
((58, 76), (0.14702462415484974, 4138))
((60, 70), (0.1473103169907159, 4663))
((35, 127), (0.23055175370996736, 13800))
((38, 144), (0.25091782524159245, 5696))
((107, 123), (0.06726164447314247, 4446))
((96, 110), (0.2722369593636643, 7016))
((82, 88), (0.17978434584604877, 5448))
((34, 92), (0.16093119002243864, 6509))
((98, 104), (0.1709853180027153, 6744))
((48, 82), (0.20749316481284888, 5760))
((17, 141), (0.04385431231881079, 4073))
((81, 113), (0.15996339194213663, 5626))
((100, 114), (-0.020391881851855958, 104))
((113, 145), (0.23842540319397984, 6594))
((17, 85), (0.1612568666128001, 5143))
((88, 142), (0.18710537848298575, 5399))
((97, 137), (0.18149937162045238, 6900))
((33, 101), (0.32653254934330833, 3830))
((7, 47), (0.08078138906135345, 15087))
((5, 65), (0.007988528612331496, 237))
((25, 149), (0.14807231109309182, 6163))
((54, 96), (0.1335526667335, 7738))
((49, 137), (0.1452482111558275, 6517))
((49, 53), (0.28826627241652825, 11843))
((40, 122), (0.1622274902048175, 4929))
((121, 137), (0.16548651867696104, 6683))
((29, 65), (0.27636748865582456, 7447))
((101, 149), (0.10355898439392268, 4005))
((38, 72), (0.14027743904598808, 7317))
((109, 125), (0.2590141991545336, 6127))
((132, 138), (0.21330789556241536, 10250))
((20, 22), (0.03200011130945836, 172))
((7, 75), (0.078928895322177, 5334))
((68, 146), (0.09317941633228279, 4250))
((44, 118), (0.1225763590241909, 4082))
((19, 119), (0.07668847807881239, 18059))
((91, 99), (0.19823246927117535, 5833))
((26, 116), (0.12326172446450313, 104))
((138, 144), (0.11652504115831777, 7343))
((74, 120), (0.15187553282412966, 3935))
((98, 140), (0.14399724255989685, 4335))
((39, 115), (0.19479801932815174, 5913))
((57, 145), (0.12286264590341173, 3960))
((65, 141), (0.08769727856729814, 3473))
((30, 96), (0.1940654389754642, 4739))
((21, 113), (0.1705140806057435, 6049))
((16, 142), (0.10710157668105842, 9057))
((24, 150), (0.033415041140093554, 3955))
((56, 74), (0.14272056153019314, 4093))
((24, 114), (-0.04122546688357812, 4112))
((48, 54), (0.22239332808439066, 8765))
((27, 71), (0.1912982611346342, 151))
((112, 146), (0.08624536223280356, 4223))
((47, 107), (0.26736059574993204, 7491))
((18, 108), (0.1371507052970777, 16717))
((92, 130), (0.14418412860479352, 7062))
((80, 94), (0.11906666412107829, 141))
((62, 88), (0.21917490670159814, 7727))
((46, 80), (0.06659522183330137, 136))
((102, 124), (0.21702669142133946, 3622))
((31, 91), (0.014618509578804994, 183))
((89, 105), (0.28664012087087015, 16865))
((13, 105), (0.11784615547964707, 21822))
((22, 24), (0.26221415785836355, 3947))
((80, 150), (0.24381591650883636, 7))
((125, 133), (0.22575336623566156, 5940))
((50, 84), (0.14450458350064088, 6923))
((84, 106), (0.20955919440461337, 6699))
((93, 101), (0.029620390708215316, 4440))
((32, 90), (0.1310822049826753, 5612))
((136, 141), (0.17493280683807383, 3568))
((8, 97), (0.10024677536315785, 14337))
((72, 149), (0.27888219058169933, 9053))
((41, 62), (0.027024671648531704, 5641))
((32, 57), (-0.01579006071158866, 4482))
((15, 112), (0.037667561106219286, 11371))
((71, 84), (0.28915614113648286, 4595))
((28, 29), (0.10454090859307008, 6835))
((78, 111), (0.22469246984608116, 7159))
((45, 50), (0.1787499006864463, 6262))
((118, 139), (0.17417686571568564, 7102))
((64, 101), (0.4078595102772323, 3962))
((44, 149), (0.06506396304243295, 3970))
((72, 93), (0.32189199069222124, 11281))
((29, 30), (0.053563744756593555, 4885))
((88, 101), (0.1664767719177712, 4226))
((85, 130), (0.13699285621811544, 4381))
((41, 66), (0.14570445852896072, 5502))
((36, 129), (0.25567875338046986, 11748))
((52, 141), (0.052487138892191094, 7))
((76, 81), (0.20919216190112205, 7237))
((79, 148), (0.08757860631222253, 4369))
((43, 52), (0.34220921886559946, 129))
((45, 78), (0.2648713036463801, 5864))
((34, 63), (0.06069011108710404, 6368))
((82, 123), (0.14620929504762628, 3920))
((39, 44), (0.09872219973645156, 4172))
((73, 122), (0.3080139487648215, 90))
((23, 88), (0.2110645686045169, 5250))
((25, 110), (0.1662578212027744, 6273))
((71, 140), (0.12287340116368409, 3754))
((77, 118), (0.18934913840841386, 5861))
((40, 61), (0.2316123835571864, 154))
((55, 132), (0.0986903919163118, 4659))
((31, 120), (-0.025658751025714802, 126))
((75, 112), (0.08003046365885186, 4470))
((55, 92), (0.09404394228480968, 4852))
((111, 136), (0.13014901416444247, 5046))
((115, 128), (0.20251365196868076, 6291))
((29, 98), (0.23686855835359213, 6437))
((65, 66), (0.22153624950041512, 7456))
((20, 117), (0.09944054177768795, 172))
((43, 144), (0.13244584311890117, 6))
((63, 100), (0.19903066587107882, 129))
((37, 90), (0.15092194371344503, 4350))
((17, 118), (0.10829816810587803, 11603))
((37, 38), (0.23845161435705214, 4969))
((46, 51), (0.3568397071708465, 130))
((36, 37), (0.11432556724941055, 5566))
((84, 129), (0.21137466771328198, 6543))
((51, 80), (0.07703133769993006, 122))
((19, 84), (0.11495431682222512, 7487))
((51, 136), (-0.1998243781086898, 7))
((38, 43), (0.28319276183320147, 117))
((66, 99), (0.1681101691608646, 6215))
((42, 59), (0.1665624702486346, 5076))
((92, 105), (0.1760902430559517, 8708))
((49, 106), (0.2955307183954884, 11436))
((90, 99), (0.321408877756322, 5120))
((73, 150), (0.6374731699439186, 7))
((83, 104), (0.15736021119972132, 6944))
((96, 133), (0.1927076387555368, 5990))
((74, 91), (0.1081143314998952, 3993))
((7, 104), (0.07164648563074542, 19793))
((112, 113), (0.21527571511124743, 7618))
((43, 72), (-0.0611308110565098, 140))
((80, 125), (0.20542536653743562, 91))
((7, 132), (0.1014465080553361, 16176))
((35, 92), (0.1909985782485042, 8846))
((33, 58), (0.2826276837735151, 3511))
((103, 144), (0.17524617937691997, 4751))
((13, 146), (0.07225070986887838, 4913))
((87, 100), (0.04719084133047258, 146))
((119, 140), (0.031901873466863795, 5080))
((47, 72), (0.2883316878102462, 10826))
((70, 139), (0.20326910931206557, 5626))
((94, 119), (0.09341925933776203, 7628))
((39, 80), (0.27932777078742616, 141))
((37, 130), (0.12562794377968778, 4904))
((69, 94), (0.12664785028283865, 7150))
((5, 98), (0.08138493393181856, 172))
((21, 82), (0.21451098177783573, 5495))
((44, 49), (0.032712089443123184, 4175))
((22, 135), (0.14842078629801972, 5616))
((57, 114), (-0.007835477488733299, 4448))
((53, 86), (0.0675735379966249, 6317))
((68, 121), (0.16602758529224754, 8936))
((27, 100), (0.20962918092205934, 162))
((21, 138), (0.21725532800728667, 8260))
((47, 52), (0.15735392555058939, 133))
((85, 110), (0.10759740012251892, 4511))
((78, 147), (0.20435433378640927, 5799))
((59, 120), (0.1733664820943926, 4870))
((70, 119), (0.15796672091356437, 6842))
((61, 126), (0.17968235442053104, 120))
((67, 128), (0.12959119781641326, 4431))
((114, 119), (0.18684056557576662, 14620))
((67, 88), (0.1642617449395877, 4684))
((22, 123), (0.12576811396821722, 4075))
((33, 70), (0.1817734502505728, 3963))
((13, 74), (0.05303039770404753, 4606))
((73, 123), (0.09916054964668983, 89))
((21, 139), (0.22403881803570225, 6909))
((77, 119), (0.07973379568139793, 6339))
((64, 100), (0.15575733757797236, 122))
((25, 111), (0.09442395251897413, 6653))
((47, 53), (0.2735709822805055, 11843))
((68, 120), (0.19026330986470186, 7456))
((23, 89), (0.07101195211859654, 6074))
((59, 121), (0.11640335813406398, 5060))
((88, 100), (0.08668699530951918, 144))
((37, 39), (0.15787040021912518, 4892))
((37, 131), (0.24396481859953595, 4756))
((65, 67), (0.18706499757511913, 4401))
((43, 145), (0.4047235009660032, 6))
((29, 99), (0.09597526051155106, 6152))
((63, 101), (0.09930432990484486, 4132))
((20, 116), (0.08598558154738398, 166))
((92, 104), (0.20179813914068107, 8621))
((17, 119), (0.1162908141130675, 18059))
((46, 50), (0.226547657299698, 7701))
((84, 128), (0.26643465831618174, 5156))
((8, 96), (0.07128135094538945, 10140))
((19, 85), (0.08058470594480913, 5143))
((51, 137), (-0.26211257582232084, 7))
((40, 60), (0.2200087737659403, 4875))
((44, 148), (-0.014994797596797983, 4054))
((42, 58), (0.136376985155055, 3739))
((106, 150), (0.2317190657066236, 14712))
((33, 59), (0.26190867102289406, 3915))
((55, 93), (0.06831711756347476, 4902))
((69, 95), (0.1699062312193062, 7165))
((47, 73), (0.24616702916233635, 142))
((83, 105), (0.20294027128769446, 7403))
((38, 42), (0.13145027721580016, 5983))
((96, 132), (0.1384230102149482, 7737))
((74, 90), (0.24246346603799146, 3915))
((7, 133), (0.0742536101440894, 9137))
((103, 145), (0.20260557703631493, 4886))
((43, 73), (0.2659644923207303, 114))
((119, 141), (-0.004458726786162422, 3773))
((80, 124), (-0.043043323553817514, 90))
((35, 93), (0.262404105766154, 11786))
((13, 147), (0.027836104826587705, 9728))
((70, 138), (0.1550049739315504, 6403))
((87, 101), (0.14235884466520055, 4123))
((94, 118), (0.14594184677021152, 6273))
((78, 110), (0.2354147108816946, 6442))
((15, 113), (0.06077347274639818, 8977))
((5, 99), (-0.026866855523461297, 172))
((71, 141), (0.15002431314142176, 3321))
((111, 137), (0.21262734399967587, 6860))
((39, 81), (0.2413219419913226, 5708))
((75, 113), (0.18203686428413213, 4441))
((44, 48), (0.11263934259396619, 4102))
